Everyone commented on how good the food was.	0	edws63t
The best sandwiches in the galaxy	0	eeg2qjp
This is a tiny restaurant along the coast of New England, complete with plastic pails to house utensils.	1	eeezflc
During that conversation, we talked about late night dining.	1	edfn1dv
At the Best Friends Breakfast, Lilo, Stitch, Mickey, and Pluto all meet at every table.	1	ef2tb8h
Because she's a smart cookie.	5	edcq5b8
Best chicken wings on the planet.	0	edcvs72
I wish I could remember the name of our server because he was the right balance of informative/funny/chatty.	8,5	edyvtuf
I never had Nigerian/Cameroonian/Kenyan/Ghanian/etc food but I was willing to try if they had vegetarian dishes.	1	edg6nmd
Pretty much everything I have had there is good and always recommend to friends.	0	edkqmxu
So, so are the prices: they're reasonable, and you get what you pay for.	0	edw07y2
It is utterly marvelous -	0	eczx96b
I'd love to try the soups, sweets, quiche, and many other sandwiches they offer so I guess I'll just HAVE to go back.	8	eeuss9c
Who can say anything bad about a place that gives free fries when it snows?	11,0	eetq9g0
Lamb chops, falafel chips, labne & doogh were all very good.	0	eczjljm
I can't complain about that.	1	eedpaek
Been a customer for probably 20 years.	1	eesiypi
Asked to sit at a table instead of a bench with chairs on top of other family and they acted like I killed someone.	12	eeonfs6
Box puts together a pretty darn good burger at reasonable prices.	0	eew89xn
All their options are great but I particularly enjoy their fish the most!	4,0	edycw66
I went for breakfast with my husband and the very next day I took my sister.	1	edijgo3
They also serve a range of drinks.	1,0	eevimql
As are their sandwiches.	1	efe7rga
My favorite drink so far is the Raspberry Lime Ricky.	3	ed03vhu
Clearly, customer service is not a priority for them.	2	eduwjsu
Had the pleasure of visiting another broken egg in Destin FL and fell in love.	3	edmc7uh
And the cheese may not be imported gourmet cheese blends, but after you start eating it, you will not give a hoot.	1	ee920o1
Lots of stuff in one bowl.	1	edr5kc0
I decided to go back alone today and the server was extremely rude.	12	eeb8187
The restaurant is clean and modern in design.	0	edniutj
My family & I decided to try it ourselves during Memorial Day Weekend with our extended family visiting from the East Coast.	1	eer5434
We chose Mo's for a quick breakfast at the airport.	1	eeedgpu
I've been here once or twice a week since they reopened.	1	edzwrhq
This place is definitely on my bingsoo list right now.	0	ef1tdw3
Luckily I can climb here.	4	edss7ih
I've tried a lot pizza places in Austin and nothing beats 40 North.	1	edp5opu
Located on Beatty Street, Chambar stands beside its ever-popular-brunch sister restaurant Cafe Medina and culinary school The Dirty Apron.	1	edmi5gb
Compared to another Chuy's location I have visited, this location leaves a lot to be desired.	1	eeal39s
I am so tired of all my go-to Tex Mex places closing up and all you can find is Hipster Mex and food trucks.	7	edxei3w
Thank you, I will be following the chef and her staff to the new location later this year after VQ closes in September.	0	eet9ajx
Great secret neighborhood burger joint.	0	efbzkjj
Ate here again for a business dinner, 3 years later.	1	edky7i0
Meat was definitely good, not nearly up to the quality of Lavash Cafe's beef shwarma.	0	edg3tjc
I had never been here before.	1	efeeugn
We went on a Saturday afternoon at 3pm.	1	eeb1xbb
Everything was delicious, piping hot and the service was excellent!	0	edh1f8q
The space is great!	0	edewgrg
I substitute extra veggies to cut down on the carbs :-)	1	efennol
Whenever I have to work out of the office or meet people, I always come here!!	0,1	ee2ezcq
She and the staff made our otherwise bad day beautiful!	5	eewwra7
We came during breast cancer month and they are running a selfie or taco promotion.	1	eeh6t6x
So I'll start with the awesome...samosas where spot on .	6,0	efa2lyl
This food is so delicious! ! !	0,6	ed8bpht
three strikes you're out.	1	edlpvoo
He has also been there for many years and has been providing excellent service to us, although yes he does seem grumpy.	0	ed3oyfn
I love the crunchy, salty, salty mess of turkey cheddar and baked tofu panini on healthy wheat.	0	efdstqa
I work close to this location, my coworkers and I go in frequently and have noting but good things to say.	0	eeuuxha
The coffee was smooth and just right!	0	ef0tm2e
Asked if I can upgrade to the Parmesan/garlic fries.	1	ef10won
My husband and I were looking for a place to eat in Porter Square and weren't in the mood for asian food.	1	efei9vg
Came here with a large group of yelpers for a lunch on a Saturday.	1	ed0f4by
A very light meal that is great after a heavy meal the day before.	0	edgcgk1
This review is for their delivery.	1	ed5rghn
BF got the chocolate-peanut butter cupcake.	1	edrbs0c
Go to Mamaleh's !!!	1	edgwgdh
So I doubt about the name of the restaurant.	11	ee9r6qm
The best of the best in Portland.	0	eec170g
Ash is located off of the desirable Mills, just a few store fronts down from Tako Cheena.	1	ed1l7wy
The ramen is good, the additions can be expensive if you're not paying attention.	0,7	edi8nss
The whole point of a restaurant is that you don't have to cook for yourself, no?	13	eelice8
Very nice place to eat, friendly staff, very good food.	5,0	edju9w6
Been there a few times.	1	edhiwel
Had a wonderful experience here tonight with my family.	0	eem5zwo
Wonderful casual dinner.	15	ed9bper
There is better coffee in Portland but who cares about coffee when you bite into a perfect little ball of deep fried dough?	13,0	edq9avl
So outside of experiencing the worst server in the history of servers, the food and atmosphere was just a very so-so experience.	2	ed9gcrt
I am giving 5 stars because the manager Ken B. handled a bad customer experience like a champ!	0	eeaklrf
My husband and I both love this place.	3	eezkol3
I ordered a Quesadilla,  everybody can do quesadillas right?	13	ee5ir1u
Decent place with really helpful customer service.	5	efelhmi
They should've spent more on their kitchen talent and less on the interior.	1	eemvfjl
We look forward to going back for more.	8	ee5y25d
One can never go wrong.	0	ee0gh2n
Not sure if it's new management or a completely new staff but it was a horrible experience this time around.	7	edh62km
I don't think the kiddies are allowed after 5 pm.	7	ees2pfi
My wife and I ended up throwing 3/4 of it away it was simply un-eatable.	7	eebcmqv
They also have a variety of tofu and other famous Vietnamese snacks.	1	ef12xmd
I recommend the steamed buns and fried rice!	0	edk1m7u
I order the vegetable plate which consists of rice pilaf, green dal, hummus, Falafel, spicy chutney, green salad and chopped cucumbers and tomatoes.	1	eda0qc2
They are thai place but they also have sushi !!!	1	edyp67z
The food here is great!	0	eebbk6d
The service, the food, and the drinks were terrible.	12	ee0nob3
The restaurant is beautiful and the food is very good.	0	ef52mxe
We came in on a Friday night.	1	ede3mst
This place is great, but only if you like authentic Mexican food.	0	efdtnoi
The service was horrible.	7	ee4peop
I am talking about when this restaurant was located in Shalimar Hotel in N Las Vegas Blvd.	11,1	eest2wm
This is a great place to have an authentic, quick and cheap meal.	0	ee9xgpg
I've been here twice within two weeks.	1	efdu8sl
I love my cucumber and mint martinis.	4,3	eeml8ay
Not a fan of cilantro?	11	ed4xr41
I highly recommend this place!	0	ee6wq5b
I was hankering for steak and ended up at Davios.	1	edjvhp9
I thought this place was fancy because from the outside it just looks kind of intimidating.	0,14	ed0h5gk
Because I arrived at 6pm on a Saturday, I was immediately seated.	1	edojska
Comfortable restaurant with FULL flavored food.	0,15	eds7cd5
We ended up at Rattlesnake - got a great table with lots of space and great service.	5	eequczr
Did not like the taste of it.	2	edmw8px
Yummy pizza and good service!	0	ed2a8al
This is the cutest restaurant.	0	ed9egjz
We love the fresh food and friendly staff.	3,5	eept8vo
Valet parking is conveniently located by the entrance (there's a garage right there) and was only $3.	1	ee750rr
This visit was for the exact same phone but during a quick lunch with my parents.	1	eelyo7b
Although the decor is nice, the food is great!	6	ed3gqkb
You need to order the pokeritto, it's not the menu yet, but just ask and they'll make it for you.	1	eee5l5d
This is where you can avoid the asshats that hang out in the Gateway.	1	ee5vq64
We've been there 3 times and it turns out... yes, give it a try!	0	ed236o6
Terrible customer service, but then again, it's Forever 21, so I really shouldn't be expecting much.	7,10	eexqh0l
I took a couple bites and burnt my tongue  from the salt.	2	ee1u940
The reputation precedes it, as does my prior knowledge of their excellent seafood.	10	ef8k4xe
Love the pork belly tacos too.	3	ee7mauv
Props for the bartender.	1	eda8l2f
The first time the food was so good, I can't wait for the chance to come back! ! !	0,6,8	ef7bmd9
The Cuban is seriously good and a decent substitute for those who miss Kool Korners.	0	efdjog4
This time around I ordered for pick up instead of sitting out.	1	eeyi6ki
I ordered two pastas dishes for me and my friend today.	1	ee30aqu
Went with a group of five and we ordered virtually every appetizer on the menu.	1	eedwy6v
Lighter, healthy and tasty.	0	edr4x9q
They are closed for indoor dining but have a patio with 5-6 tables each with 2 chairs.	1	eet37io
Small with a very retro decore.	1	edplovg
justin is the best	0	efd1q5q
Waited 30 minutes for my meal.	1	ed9ttv8
It's a great space with a very happening vibe.	0,4	eeopsp5
This is a FANTASTIC Resturant.	1	ee6hcjf
My boyfriend and I ate here on a Wednesday around 2.	1	edab1s1
I can't wait to go back and try even more of their menu.	6,8	eetciyi
Industrial feel with concrete floors.	1	eev05rd
Server was very inattentive and didn't even refill my drink.	7	eeue4hp
would i go again ?	11	eevikhl
This is one of my favorite places.	3	eep5xry
We went to Disney last year and we're a lil bit let down.	10	edpbv2o
Yeah, but with a gourmet twist: it's all house-made...	0	ee32gai
Everything nowadays is about profit charging ridiculous prices for crap!	12	eeml7fj
Love this cute , cozy coffee place .	3,15	edr3vbs
Been coming here since I was a kid (about 30) and it was amazing.	0	eecvj7n
The pizza here is the best, no joke.	0	ef1rmz9
The staff treated us like royalty.	5,1	ee3olc4
Went up to the sundial bar for a drink it doesn't rotate they said it's been broken for a year.	1	edd4bsv
Visiting from Santa Barbara, CA.	1	edg2k36
Prices were good and the ambience are top notch.	0	edtjgrw
We were seated quickly and our waitress quickly brought us our wine and bread.	0,1	ee3qwo1
Liam's is a great place to have a drink with friends.	0	ede0z0m
Ponzu dipping sauce, sesame gomadare dipping sauce and delicious Koshihikari rice are all great!	0	eepjmgp
The onion soup was thin and had little flavor.	1	edlvr0b
will not be coming back here .... please think twice about popping in here ... PIZZA THAT IS DONE IN TWO MINUTES??!!	12	edp8efr
The food was good and fresh, but I wasn't too impressed.	0	ed9f29u
The place is clean and lovely.	0	eel5zg5
That's why I love it here!	3	eev5l0o
I had the duck.	1	eelizd5
I don't give 5 stars often but we ordered 8 different tapas & they were all delicious!	0	eejlj7i
This is my second time eating at a Freddy's.	1	eev0fwj
First of all, they have FREE VALET PARKING!	1	eddx7sj
Went there last night and they did the bare minimum.	1	edj5hyd
We had a great time here.	4	edoojue
We actually had more pita than we knew what to do with since the meat was so scarce.	1	ee7n2kl
Great variety and we really enjoyed what we had.	4	ee3onjt
My girlfriend loves Musashino.	3	eem72hu
Last night Parish showed up even stronger for my bday dinner.	1	edj5gq8
Creative presentation and generous portions.	0	ee8hgll
Pick up/drive through take out during COVID.	1	eep1mbn
The guy at the front door checking ID's began the unprofessional behavior and the hostess and waitresses continued it.	1	ed3313o
"Overall, the Painted Pin is a nice location for date nights, hanging out with friends, or a more ""adult"" atmosphere for bowling."	4,0	edytkmy
The sushi is the best in Austin, bar none.	0	edo6zfq
Little Saigon is one of my favorite pho places in Orlando.	3	ed5k3rm
The drinks are great and so is the food.	0	ee5hkwt
"There are lots of falafel."""	1	efggocs
The crispy fresh rolls come with a dark brown, tangy sauce, but we prefer sweet (duck) sauce for dipping.	3	eea9cv5
I had such high hopes for this place.	0	edo1nrz
You've found a regular in me.	1	eekb15n
Make the drive for thai food elsewhere because this is not worth the calories.	10	edkie6h
Our waitress Jennifer was great.	0	edlly8a
Definitely some of the best street meat I ever had!	0	ee0feie
It was everything I imagined and more.	1	edleh97
The margaritas are nice and don't taste like a sour concoction.	0	eeywzad
The man in a suit who sat us had no personality and was rude.	12	ef7odlj
Still waiting to try the mysterious secret burger (only comes out after ten...)	8	ee1mxhu
Not being from Portland, I will probably dream about the flavors until the next time I can visit.	8,0	edo1hi2
I just read all the reviews and I disagree with most of them.	2	ede596k
Make sure to make reservations and make them well ahead of time.	1	eeijnmi
Not the best experience I have had at an Olive Garden.	2	eeo70nr
Whether corn or flour they are hand made and are delicious.	0	edlxsxt
Big mac was fresh and frues weee hot and crispy.	1	edp5w86
Attended a party with a group of about a dozen.	1	eexbxzu
Many staff saw us, but said nothing.	1	eexdffo
also the soup wasn't spicy enough and lacked some flavor.	10	efgq66d
Despite being very busy, our server was very nice and very attentive.	0	ee953rp
Made an Uber East order and let me say the food was great.	0	eedummw
Gotta get the table side guacamole and chips.	1	ed7imiv
Best burger in the entire city of Boston.	3,0	edtet5d
Every place opens and has to get the kinks out so to speak.	1	ed88eg2
Family means nobody gets left behind or forgotten.	1	eczkx6m
I have tried out the different Keg  places in the past and have always found the food exceptional.	0	edyl8o7
I want to buy food from them just because they are so cheerful.	8	ed4djas
Something draws me to this place; it looks warm and inviting.	0	efe8p3y
All in all, it was a good experience and I think we'll be back for drinks and appetizers, but forgo the full meal.	0,2	edv85qt
The atmosphere is perfect for a leisurely lunch with friends.	0	ee39wt9
If you're cravin some down home Texas BBQ, this spot will make you come back for more.	0	edqs7q6
0:00 - 2:00 minutes:	1	edwmisj
Last week I was at the hotel on business for a conference.	1	ee0lxip
Just an ok place, better if you do take out though.	0	ed3r2cb
We've eaten here twice: the first time was great, the second time was even better!	0	ef9l4de
Did I catch it on a bad day?	11	eedwlca
Follows the price point system common to Krog Market; micro portions at high cost.	1	eengkwe
I ordered the pad thai and the red curry.	1	ee6aqrl
Last visit was approximately a month ago.	1	ee0kufh
This place is over price!	6,16	ed1zfq9
"I got the bacon cheeseburger and my girl got the ""giant"" pot pie."	1	eehxqlx
Love going to this place.. every time I'm in Vancouver best Vietnamese restaurant almost everything on the menu.	3,0	edl2ux9
We had a truly incredible night here.	4	ee3ns48
The food is so bad.	14	edxdl9p
Yelp told me that this place was closed on Sundays, but I was definitely here yesterday!	1	ed696nt
Food ok but high priced.	1	ef0u5x7
Angel, humor and great service.	0	eeuc5ih
On my most recent visit to Taiyaki in Boston, I was tasked with trying those fluffy and delicious looking souffle pancakes.	0	eduu3e4
If you go try the butternut squash pizza.	1	eezk04i
I ordered the oven-fired penne, the food came out well cooked and very delicious.	0	ed8v809
There can be long waits on weekend evenings, as happens in most decent places on weekends...	1	ee1alyx
Two words come to mind when I think of my experience here: meat & cheese.	1	eei0x44
I was hesitant because of the stars, but when I went there, it was really tasty, one don't mislead people	0	edsa8ak
but then again everything tastes better after 2am...	1	ed5b1vl
I will definitely be returning quite often.	1	eezaqd5
Fresh, nice sized portions - Very friendly.	5,5	ee9rmjv
I'm not a big golfer.	1	ed8gylo
My wife lived the experience for her birthday.	1	eegytw8
Too bad I've ordered here many times and the first two times the food was great.	7,0	eey74ks
The crispy and spicy tofu was amazing.	3	ed7t3f0
Fuimos un domingo para el brunch y quedamos enamorados del lugar, la comida y la atenci璐竛.	1	ef73lkd
Location was kind of hidden behind hotels, close to airport.	1	edigpce
We enjoyed great attention to every detail.	0	ee8u5gg
Cooked to order, can't get any better 5/5	1	eenxnzn
Take your business elsewhere - Monday night - restaurant was empty.	1	edy9n76
Tempura and dumplings are delicious	0	edo1myu
I also agree that the prices they charge for the food are ridiculous.	2	ee6mtd9
Excellent choice but very expensive!	0,2	eehcczo
I came here for Moroccanoil Conference with other hundreds of people.	1	ed2p51j
We ventured to this food court hot spot.	1	efgoqrh
I had the food here about two years ago during my time in Austin for ACL.	1	efh2659
The second time I've been here and has becoming my go-to spot for dim sum when I'm in Richmond!	3	eerce9d
It was a Saturday, we went early (exactly noon) and it wasn't too busy.	1	ef6xfd3
Best sandwich I've had in a long time! ! !	0	eeifm3j
We went there for the first time last night.	1	eef54a4
They have very good organic burgers.	0	efafrcv
We ordered grilled mackerel and kimchi fried rice.	1	ee8brtj
It's a bit pricey but worth your $$ for good quality sushi.	0	ed3y67j
All good on my visit.	0	edgfizd
There were several of us dining there for lunch today and a few of us left and actually felt sick after.	14	edhg2vn
Best meal I've had all year.	3	eeyb5zb
The place is nice and clean, we have been here many times and love the breakfast and service.	0	ed6n5gf
Oh Los Gorditos, I can't stop singing your praises!	0,4	ed24bw7
The food is so-so, the level of entertainment is great - the atmosphere is nice - but obviously not a gourmet place	0	eew5okn
"This place reminded me of one of those ""must-see"" tourist spots that turns out to be over-rated when you finally visit them."	10	edbdkc0
It's not on the menu yet, but they said they are adding it.	1	ef0qz4l
For my allergy-ful friends and I, it's the one place we can find something that works for everyone.	0	ee2poir
This place is really beautiful.	0	edqhnml
"I came here with a group of friends to grab brunch at an ""Austin-y"" place per the request of a visiting friend."	1	ede96bz
Or maybe I should say first sip or bite?	13,11	ed28t35
I believe their PIZZA may be the best thin crust pizza I've ever had!	3	ed9uejc
I was seated at the counter immediately.	1	edf3r0o
My boyfriend and I ate here for Sunday brunch.	1	ed4dhg8
Pate should be declared one of the seven wonders of the world!	1	ed4dcht
Great ambience, food, wine and service.	0	ed8vjg3
Love the actual breweries in Boston and Vermont, but not this place.	3	eed7a7e
There is a reason there is consistently a line for seating on Friday and Saturday nights.	1	edc37yv
Tea glass was frequently refilled.	1	ee82soi
Years the food is awesome i get the same thing every time and that's the chili releno's	9,0	eejr2sg
I'd probably give it 3.5 stars, if that was possible.	1	ef8b6de
There are better breakfast options in town.	2	edip3sg
They do have an amazing view, but that's about it.	1	ee7w2ox
Twenty-five minutes later, the friendliest delivery person I've ever met was at my door apologizing about taking so long.	0,5	eemdsqk
You may think this isn't that important, but for someone from the South, the way the grits are made make all the difference.	1	eeoo99h
I loved her attitude her personality and her smile.	3	ed1idyk
This substantially reduces the menu.	1	eda2f31
I  went with 2 other friends.	1	eeeljlu
This past trip in particular was dressed with an extra splash of failure.	10	ed98jog
Friendly service, great Turkish coffee.	5	ef8c4nj
I love macaroni cheese, but I'm also a huge fan of grilled cheese.	3	edqbp7m
We stopped by after dinner and there was a line out the door.	1	edn3p5j
However breakfast wasn't great.	7	edcvs53
We had the fritatta with sausage and parmesan and it was to die for.	1	edfad2k
I am always satisfied with this place.	4	edsa7r2
Two stars because the food isn't bad, but service is never good.	1	eei7ati
Food is good.	0	eczsn48
The food, from day one had me hooked as it reminded me of the food in Europe.	0,16	edbo037
The food trucks outside Pommes Frites Etc are great too!	0	ee5ilx8
Spring rolls are great.	0	ed6q139
What a quirky diner/caf閼?-especially if you go about 2am--is all I can say about this restaurant.	7	eedam2p
Overpriced for what you receive (at least for lunch).	1	ed185hd
In the last few months, the slots appear even tighter than usual.	1	ef4g6zx
The flavors were so gooood.	1	edluict
I always get a GF dosa or two, and have had just about every chicken dish.	1	edyjq3l
To be fair, the service was excellent and the waitresses were very friendly.	0,5	efh0jsn
Went for happy hour with my boyfriend.	1	ee0dfzq
My wife and I got hooked by a mutual friend and this is now our Sunday brunch spot.	1	edut32r
It suited my dairy allergy just fine.	0	ee6vjlo
Service is also good.	5	eew33uj
I absolutely love tacos so I'm excited to try this place.	6,3	eei8sjf
I usually like a soft, fluffy crust, this one is very dry, like a cookie.	3	efghz2n
They helped us narrow down exactly what we wanted and for that I wish I can give them 10 stars.	8	efg8epd
I have to say I have to give them an A+ for customer service.	5,0	eeduh8b
After coming here a few times, I found this place to be great each time.	0,4	eczqy39
I turned to Yelp and found this place (which use to be Ye Olde English Teahouse).	1	ef7fep9
I went there this evening with friends for a couple burritos and tacos.	1	ee4zp6t
Best breakfast tacos in Austin.	0	eewgb7s
Well New Belgium might sell food, but I was in it for the beer and not even focused on that.	2	eeasphz
The place is quiet very clean.	0	eefsedd
Returned here on Saturday for the first time in a few years and remembered why it was such a favorite.	0	ee4w50c
Have been to this location before with no issues, so I was happy when the manager Matthew responded very nicely to a complaint I had.	4	edo9qim
Silly me, I should have read my previous review of Spice China before going back for lunch!	1	eel204i
But the food is good and the food is good.	0	edukmmj
After visiting a few restaurants in the downtown and was disappointed, I was happy to come across this Italian seafood restaurant.	4	ee6v37p
All seemed thawed and fried with dry breading, small filet and little seafood.	1	eeb8d15
This has a great location, friendly staff, fantastic drinks but only good food.	5,0	ee4bva6
Had a wonderful time celebrating my birthday at Tipple and Rose!	4	ee4ifq6
Original review:	1	edc2z55
My boyfriend's 1/4 pound beef burger was not as impressive.	10	eej72wr
Plus, if you want a second cerveza during a 3 hour movie- owell, consider yourself out of luck.	1	ed2u4oi
Checked out this place last night with some friends and really enjoyed it.	4	eeguf4t
It's not at all what I was expecting.	10	edoft8i
I do have to say their bathrooms are super awkward looking with office style bathrooms.	2	ef2om5o
Stubb's is by far my favorite music venue.	0	ed2ed4r
Had the spaghetti and meat sauce, chicken Alfredo, and calamari.	1	ee62c5h
Their brisket was sublime.	0	eeymdkn
They have the worst customer service ....	7	ee23r5u
In Shoal Creek, it's perfect!	6	eepobx5
Its a cross between a flatbread and a thin crust.	1	eehp5d2
I would never go to this restaurant again.	2	eews7xb
I'd give it a 5 but the food could have been a bit warmer in temperature.	1	eeslrqn
The sushi is good and very cheap.	0	ef1i4nv
A great place to meet friends for a casual tip.	15	edusd21
Arguably the best gourmet burger in town.	0	ee6shux
Our waiter kept getting distracted.	7	eei3ii9
Are y'all serving Folgers!?	13	edhu63d
Great hotel bar, much better than the Westin as it is comfortable and elegant.	0,15	ef3g90a
Kind people, delicious food.	0	ed5hb4p
The hostess greeted us immediately and was very welcoming.	5	edjk7b8
I had another great burger and fries here today.	0	ed7kjft
Fast friendly service and very good food.	5,0	eeq34ij
Yesterday I thought I would stop in for dinner and check it out.	1	edlro7n
But no matter how good the atmosphere is, if the food/coffee is terrible, so is this place.	1	edzlbu0
It's the sort of place you go when you want breakfast all day.	1	ee0wtbn
Went to their downstairs bar for late night drinks.	1	eczjszs
Customer service is great, everyone is very friendly.	5	eczb6r7
